,summary,config,name
203,{},{},prophet
204,"{'_runtime': 36.56764602661133, '_timestamp': 1712798552.950282, 'mae': 1707.9755083622183, '_step': 0, '_wandb': {'runtime': 36}}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 3, 'weekly_fourier_order': 9, 'monthly_fourier_order': 6, 'changepoint_prior_scale': 0.02368370957626121, 'quarterly_fourier_order': 7, 'seasonality_prior_scale': 9.945047484277753}",unique-sweep-27
205,"{'_runtime': 26.97134494781494, '_timestamp': 1712798507.271534, 'mae': 996.6543954151076, '_step': 0, '_wandb': {'runtime': 26}}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 2, 'weekly_fourier_order': 4, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.01422839403551527, 'quarterly_fourier_order': 5, 'seasonality_prior_scale': 3.000060126812667}",chocolate-sweep-26
206,"{'_timestamp': 1712798471.4743812, 'mae': 1158.1942609235855, '_step': 0, '_wandb': {'runtime': 28}, '_runtime': 28.71978521347046}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 1, 'weekly_fourier_order': 4, 'monthly_fourier_order': 4, 'changepoint_prior_scale': 0.05480936888690039, 'quarterly_fourier_order': 3, 'seasonality_prior_scale': 7.336120724384808}",jolly-sweep-25
207,"{'mae': 782.2409559265465, '_step': 0, '_wandb': {'runtime': 44}, '_runtime': 44.59183073043823, '_timestamp': 1712798431.2680538}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 2, 'weekly_fourier_order': 7, 'monthly_fourier_order': 5, 'changepoint_prior_scale': 0.015088021498637768, 'quarterly_fourier_order': 2, 'seasonality_prior_scale': 7.436033271373934}",fiery-sweep-24
208,"{'_wandb': {'runtime': 24}, '_runtime': 25.008319854736328, '_timestamp': 1712798378.69693, 'mae': 1355.144884728482, '_step': 0}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 4, 'weekly_fourier_order': 7, 'monthly_fourier_order': 3, 'changepoint_prior_scale': 0.14752760768664883, 'quarterly_fourier_order': 18, 'seasonality_prior_scale': 9.374510568998453}",grateful-sweep-23
209,"{'_timestamp': 1712798344.1957648, 'mae': 1287.3115085342097, '_step': 0, '_wandb': {'runtime': 41}, '_runtime': 41.837488889694214}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 6, 'weekly_fourier_order': 6, 'monthly_fourier_order': 6, 'changepoint_prior_scale': 0.1689457711874487, 'quarterly_fourier_order': 18, 'seasonality_prior_scale': 6.614107748132816}",fallen-sweep-22
210,{'_wandb': {'runtime': 73}},{},prophet
211,"{'mae': 1172.7325373654664, '_step': 0, '_wandb': {'runtime': 32}, '_runtime': 33.25428581237793, '_timestamp': 1712798293.2370389}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 10, 'weekly_fourier_order': 18, 'monthly_fourier_order': 1, 'changepoint_prior_scale': 0.1853396062547896, 'quarterly_fourier_order': 19, 'seasonality_prior_scale': 4.7762335362586965}",comfy-sweep-21
212,"{'_wandb': {'runtime': 44}, '_runtime': 45.44706749916077, '_timestamp': 1712798242.2855904, 'mae': 1268.1459498242066, '_step': 0}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 10, 'weekly_fourier_order': 15, 'monthly_fourier_order': 4, 'changepoint_prior_scale': 0.011039962534665932, 'quarterly_fourier_order': 17, 'seasonality_prior_scale': 4.881360415707674}",snowy-sweep-20
213,"{'mae': 6546.27586399373, '_step': 0, '_wandb': {'runtime': 30}, '_runtime': 31.49615716934204, '_timestamp': 1712798187.1986792}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 1, 'weekly_fourier_order': 9, 'monthly_fourier_order': 4, 'changepoint_prior_scale': 0.17858466050991792, 'quarterly_fourier_order': 13, 'seasonality_prior_scale': 3.6426215110980817}",sunny-sweep-19
214,{'_wandb': {'runtime': 0}},"{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 3, 'weekly_fourier_order': 0, 'monthly_fourier_order': 6, 'changepoint_prior_scale': 0.05820864873319235, 'quarterly_fourier_order': 15, 'seasonality_prior_scale': 6.842160192273117}",smooth-sweep-18
215,"{'mae': 3216.9014905123017, '_step': 0, '_wandb': {'runtime': 30}, '_runtime': 30.819907426834103, '_timestamp': 1712798128.3490984}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 2, 'weekly_fourier_order': 17, 'monthly_fourier_order': 4, 'changepoint_prior_scale': 0.10740326635009974, 'quarterly_fourier_order': 15, 'seasonality_prior_scale': 6.134936348344217}",lucky-sweep-17
216,"{'_wandb': {'runtime': 45}, '_runtime': 46.137699127197266, '_timestamp': 1712798080.544448, 'mae': 904.5499696090284, '_step': 0}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 3, 'weekly_fourier_order': 18, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.1602846248848931, 'quarterly_fourier_order': 2, 'seasonality_prior_scale': 4.7677566488276}",fresh-sweep-16
217,{'_wandb': {'runtime': 0}},"{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 1, 'weekly_fourier_order': 3, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.19545788398693603, 'quarterly_fourier_order': 0, 'seasonality_prior_scale': 2.1553414697935755}",skilled-sweep-15
218,"{'_timestamp': 1712798013.9738867, 'mae': 1387.1391954041565, '_step': 0, '_wandb': {'runtime': 19}, '_runtime': 20.5267596244812}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 1, 'weekly_fourier_order': 4, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.1982005911130069, 'quarterly_fourier_order': 18, 'seasonality_prior_scale': 2.034338026203548}",usual-sweep-14
219,"{'mae': 3189.6205418190816, '_step': 0, '_wandb': {'runtime': 22}, '_runtime': 23.304327726364136, '_timestamp': 1712797984.6228666}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 9, 'weekly_fourier_order': 1, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.10457142537728534, 'quarterly_fourier_order': 15, 'seasonality_prior_scale': 3.5440877431172875}",worldly-sweep-13
220,"{'mae': 1267.4763855508552, '_step': 0, '_wandb': {'runtime': 32}, '_runtime': 33.36910080909729, '_timestamp': 1712797953.5701098}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 8, 'weekly_fourier_order': 1, 'monthly_fourier_order': 6, 'changepoint_prior_scale': 0.14623504570426027, 'quarterly_fourier_order': 14, 'seasonality_prior_scale': 3.2417568232065337}",drawn-sweep-12
221,"{'_wandb': {'runtime': 24}, '_runtime': 25.129282474517822, '_timestamp': 1712797913.0015335, 'mae': 811.4197834605078, '_step': 0}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 2, 'weekly_fourier_order': 5, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.06265074429570881, 'quarterly_fourier_order': 11, 'seasonality_prior_scale': 6.787224461468}",lucky-sweep-11
222,"{'_timestamp': 1712797878.8667736, 'mae': 1070.9222649357027, '_step': 0, '_wandb': {'runtime': 31}, '_runtime': 32.14390850067139}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 7, 'weekly_fourier_order': 16, 'monthly_fourier_order': 4, 'changepoint_prior_scale': 0.11704316258707916, 'quarterly_fourier_order': 20, 'seasonality_prior_scale': 8.782466065551104}",cool-sweep-10
223,"{'mae': 851.2191887147644, '_step': 0, '_wandb': {'runtime': 31}, '_runtime': 32.433016538619995, '_timestamp': 1712797837.0336444}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 1, 'weekly_fourier_order': 15, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.04065236714638421, 'quarterly_fourier_order': 9, 'seasonality_prior_scale': 2.8494082968021166}",efficient-sweep-9
224,"{'mae': 1111.250611412994, '_step': 0, '_wandb': {'runtime': 60}, '_runtime': 61.04502558708191, '_timestamp': 1712797793.0940375}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 8, 'weekly_fourier_order': 13, 'monthly_fourier_order': 5, 'changepoint_prior_scale': 0.09437064319331176, 'quarterly_fourier_order': 2, 'seasonality_prior_scale': 5.602152011884884}",resilient-sweep-8
225,"{'mae': 2440.2651412034943, '_step': 0, '_wandb': {'runtime': 95}, '_runtime': 96.32271099090576, '_timestamp': 1712797723.598541}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 10, 'weekly_fourier_order': 14, 'monthly_fourier_order': 6, 'changepoint_prior_scale': 0.022718711983792817, 'quarterly_fourier_order': 12, 'seasonality_prior_scale': 7.527111562900809}",desert-sweep-7
226,"{'mae': 1115.5236573673235, '_step': 0, '_wandb': {'runtime': 22}, '_runtime': 22.58434009552002, '_timestamp': 1712797618.963385}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 3, 'weekly_fourier_order': 1, 'monthly_fourier_order': 4, 'changepoint_prior_scale': 0.1919293551925066, 'quarterly_fourier_order': 20, 'seasonality_prior_scale': 8.265856912770898}",crimson-sweep-6
227,"{'mae': 1316.8917688496597, '_step': 0, '_wandb': {'runtime': 34}, '_runtime': 35.370970487594604, '_timestamp': 1712797589.1841476}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 10, 'weekly_fourier_order': 12, 'monthly_fourier_order': 6, 'changepoint_prior_scale': 0.1798975211889952, 'quarterly_fourier_order': 10, 'seasonality_prior_scale': 8.788649545749248}",resilient-sweep-5
228,"{'mae': 841.4060370640009, '_step': 0, '_wandb': {'runtime': 25}, '_runtime': 26.165569067001343, '_timestamp': 1712797537.67964}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 4, 'weekly_fourier_order': 16, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.059869622570398816, 'quarterly_fourier_order': 11, 'seasonality_prior_scale': 7.4718120723788}",fiery-sweep-4
229,{'_wandb': {'runtime': 0}},"{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 6, 'weekly_fourier_order': 0, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.194043210726404, 'quarterly_fourier_order': 15, 'seasonality_prior_scale': 9.990654942326298}",drawn-sweep-3
230,"{'mae': 1096.6265937707562, '_step': 0, '_wandb': {'runtime': 37}, '_runtime': 37.79710412025452, '_timestamp': 1712797492.284224}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 7, 'weekly_fourier_order': 2, 'monthly_fourier_order': 6, 'changepoint_prior_scale': 0.08653533337049234, 'quarterly_fourier_order': 1, 'seasonality_prior_scale': 9.00906861878982}",feasible-sweep-2
231,"{'mae': 1927.776410987293, '_step': 0, '_wandb': {'runtime': 67}, '_runtime': 67.95429134368896, '_timestamp': 1712797443.1887093}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 10, 'min': 1}, 'weekly_fourier_order': {'max': 20, 'min': 0}, 'monthly_fourier_order': {'max': 6, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 0}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 7, 'weekly_fourier_order': 14, 'monthly_fourier_order': 6, 'changepoint_prior_scale': 0.032140270857017615, 'quarterly_fourier_order': 14, 'seasonality_prior_scale': 3.487725552632972}",valiant-sweep-1
232,"{'mae': 1003.7899550336776, '_step': 0, '_wandb': {'runtime': 59}, '_runtime': 59.8318727016449, '_timestamp': 1712797200.6089146}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 5}, 'weekly_fourier_order': {'max': 10, 'min': 2}, 'monthly_fourier_order': {'max': 5, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 10, 'min': 1}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 18, 'weekly_fourier_order': 5, 'monthly_fourier_order': 5, 'changepoint_prior_scale': 0.03336197502121316, 'quarterly_fourier_order': 2, 'seasonality_prior_scale': 4.099805762784724}",morning-sweep-10
233,"{'_timestamp': 1712797129.4081695, 'mae': 1410.8279242246406, '_step': 0, '_wandb': {'runtime': 61}, '_runtime': 62.1979124546051}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 5}, 'weekly_fourier_order': {'max': 10, 'min': 2}, 'monthly_fourier_order': {'max': 5, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 10, 'min': 1}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 17, 'weekly_fourier_order': 8, 'monthly_fourier_order': 5, 'changepoint_prior_scale': 0.16155073889358523, 'quarterly_fourier_order': 5, 'seasonality_prior_scale': 3.6927883776218624}",ethereal-sweep-9
234,"{'mae': 1015.5459049887462, '_step': 0, '_wandb': {'runtime': 43}, '_runtime': 43.67787027359009, '_timestamp': 1712797058.3913393}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 5}, 'weekly_fourier_order': {'max': 10, 'min': 2}, 'monthly_fourier_order': {'max': 5, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 10, 'min': 1}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 16, 'weekly_fourier_order': 7, 'monthly_fourier_order': 1, 'changepoint_prior_scale': 0.10230438214499954, 'quarterly_fourier_order': 2, 'seasonality_prior_scale': 7.623063225864078}",distinctive-sweep-8
235,"{'mae': 1137.387801651871, '_step': 0, '_wandb': {'runtime': 57}, '_runtime': 58.5103657245636, '_timestamp': 1712797005.6172976}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 5}, 'weekly_fourier_order': {'max': 10, 'min': 2}, 'monthly_fourier_order': {'max': 5, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 10, 'min': 1}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 17, 'weekly_fourier_order': 10, 'monthly_fourier_order': 1, 'changepoint_prior_scale': 0.15241478442625736, 'quarterly_fourier_order': 4, 'seasonality_prior_scale': 3.4157581088885265}",dandy-sweep-7
236,"{'mae': 955.2201098871516, '_step': 0, '_wandb': {'runtime': 42}, '_runtime': 42.75377082824707, '_timestamp': 1712796937.5838978}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 5}, 'weekly_fourier_order': {'max': 10, 'min': 2}, 'monthly_fourier_order': {'max': 5, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 10, 'min': 1}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 14, 'weekly_fourier_order': 10, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.12224256294970876, 'quarterly_fourier_order': 3, 'seasonality_prior_scale': 2.101193570803611}",stilted-sweep-6
237,"{'mae': 1747.785289577948, '_step': 0, '_wandb': {'runtime': 62}, '_runtime': 62.699352741241455, '_timestamp': 1712796888.2043576}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 5}, 'weekly_fourier_order': {'max': 10, 'min': 2}, 'monthly_fourier_order': {'max': 5, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 10, 'min': 1}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 12, 'weekly_fourier_order': 4, 'monthly_fourier_order': 3, 'changepoint_prior_scale': 0.017588869912084158, 'quarterly_fourier_order': 10, 'seasonality_prior_scale': 6.4534398640802495}",desert-sweep-5
238,"{'mae': 1021.7682994894787, '_step': 0, '_wandb': {'runtime': 53}, '_runtime': 54.01502943038941, '_timestamp': 1712796817.6274805}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 5}, 'weekly_fourier_order': {'max': 10, 'min': 2}, 'monthly_fourier_order': {'max': 5, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 10, 'min': 1}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 19, 'weekly_fourier_order': 9, 'monthly_fourier_order': 4, 'changepoint_prior_scale': 0.0391059570881505, 'quarterly_fourier_order': 3, 'seasonality_prior_scale': 7.218790719316811}",sparkling-sweep-4
239,"{'mae': 2045.848748803429, '_step': 0, '_wandb': {'runtime': 34}, '_runtime': 34.593106508255005, '_timestamp': 1712796756.0475223}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 5}, 'weekly_fourier_order': {'max': 10, 'min': 2}, 'monthly_fourier_order': {'max': 5, 'min': 1}, 'changepoint_prior_scale': {'max': 0.2, 'min': 0.001}, 'quarterly_fourier_order': {'max': 10, 'min': 1}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 13, 'weekly_fourier_order': 7, 'monthly_fourier_order': 2, 'changepoint_prior_scale': 0.004000574041590656, 'quarterly_fourier_order': 10, 'seasonality_prior_scale': 9.595450827288255}",twilight-sweep-3
