,summary,config,name
44,"{'_step': 0, '_wandb': {'runtime': 57}, '_runtime': 57.76268649101257, '_timestamp': 1712808637.8549795, 'mae': 456.69686726437726}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 5, 'weekly_fourier_order': 16, 'monthly_fourier_order': 18, 'changepoint_prior_scale': 0.375755950115905, 'quarterly_fourier_order': 13, 'seasonality_prior_scale': 3.148295233467224}",devoted-sweep-73
45,"{'mae': 454.5141046146582, '_step': 0, '_wandb': {'runtime': 56}, '_runtime': 56.91142439842224, '_timestamp': 1712808569.5269177}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 13, 'weekly_fourier_order': 9, 'monthly_fourier_order': 10, 'changepoint_prior_scale': 0.025255035153432782, 'quarterly_fourier_order': 17, 'seasonality_prior_scale': 5.568751819416209}",decent-sweep-72
46,"{'_step': 0, '_wandb': {'runtime': 46}, '_runtime': 47.30972862243652, '_timestamp': 1712808502.7202363, 'mae': 455.1958352371264}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 12, 'weekly_fourier_order': 9, 'monthly_fourier_order': 12, 'changepoint_prior_scale': 0.4434455660756361, 'quarterly_fourier_order': 19, 'seasonality_prior_scale': 6.89415483163315}",vital-sweep-71
47,"{'mae': 457.73789445237674, '_step': 0, '_wandb': {'runtime': 69}, '_runtime': 69.91081833839417, '_timestamp': 1712808445.1753414}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 9, 'weekly_fourier_order': 9, 'monthly_fourier_order': 19, 'changepoint_prior_scale': 0.41394845532044783, 'quarterly_fourier_order': 17, 'seasonality_prior_scale': 2.2830019131299273}",neat-sweep-70
48,"{'_wandb': {'runtime': 60}, '_runtime': 61.079946994781494, '_timestamp': 1712808359.015976, 'mae': 457.4503775091388, '_step': 0}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 5, 'weekly_fourier_order': 15, 'monthly_fourier_order': 12, 'changepoint_prior_scale': 0.4166359884243762, 'quarterly_fourier_order': 12, 'seasonality_prior_scale': 1.0786835048995975}",rural-sweep-69
49,"{'mae': 459.1454738485981, '_step': 0, '_wandb': {'runtime': 90}, '_runtime': 91.44457125663756, '_timestamp': 1712808289.7785642}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 4, 'weekly_fourier_order': 3, 'monthly_fourier_order': 4, 'changepoint_prior_scale': 0.43069776283808814, 'quarterly_fourier_order': 9, 'seasonality_prior_scale': 5.0584974939231335}",lilac-sweep-68
50,"{'mae': 459.4204930374208, '_step': 0, '_wandb': {'runtime': 74}, '_runtime': 75.10237979888916, '_timestamp': 1712808190.0901637}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 19, 'weekly_fourier_order': 13, 'monthly_fourier_order': 13, 'changepoint_prior_scale': 0.22758462080805084, 'quarterly_fourier_order': 6, 'seasonality_prior_scale': 1.0235805516548684}",celestial-sweep-67
51,"{'_timestamp': 1712808107.7525706, 'mae': 450.9730701914961, '_step': 0, '_wandb': {'runtime': 60}, '_runtime': 61.06646156311035}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 16, 'weekly_fourier_order': 15, 'monthly_fourier_order': 8, 'changepoint_prior_scale': 0.008368241312396947, 'quarterly_fourier_order': 15, 'seasonality_prior_scale': 2.4175825878710535}",usual-sweep-66
52,"{'_step': 0, '_wandb': {'runtime': 54}, '_runtime': 55.37192416191101, '_timestamp': 1712808039.720884, 'mae': 457.627875773576}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 13, 'weekly_fourier_order': 17, 'monthly_fourier_order': 18, 'changepoint_prior_scale': 0.4550133809083989, 'quarterly_fourier_order': 13, 'seasonality_prior_scale': 6.841076872792788}",breezy-sweep-65
53,"{'_timestamp': 1712807977.686699, 'mae': 457.7847883976883, '_step': 0, '_wandb': {'runtime': 55}, '_runtime': 55.82895874977112}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 15, 'weekly_fourier_order': 14, 'monthly_fourier_order': 3, 'changepoint_prior_scale': 0.3156504615580353, 'quarterly_fourier_order': 6, 'seasonality_prior_scale': 3.130805018591495}",glad-sweep-64
54,"{'_wandb': {'runtime': 66}, '_runtime': 67.05934762954712, '_timestamp': 1712807905.3912206, 'mae': 457.91088005471266, '_step': 0}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 18, 'weekly_fourier_order': 17, 'monthly_fourier_order': 5, 'changepoint_prior_scale': 0.4906853801058612, 'quarterly_fourier_order': 12, 'seasonality_prior_scale': 8.440168161911709}",sandy-sweep-63
55,"{'mae': 457.944220409691, '_step': 0, '_wandb': {'runtime': 70}, '_runtime': 71.40131998062134, '_timestamp': 1712807831.265609}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 4, 'weekly_fourier_order': 10, 'monthly_fourier_order': 8, 'changepoint_prior_scale': 0.35167800172753394, 'quarterly_fourier_order': 19, 'seasonality_prior_scale': 4.4563568424670255}",curious-sweep-62
56,"{'_wandb': {'runtime': 71}, '_runtime': 72.00292873382568, '_timestamp': 1712807753.5441177, 'mae': 457.4410118720637, '_step': 0}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 5, 'weekly_fourier_order': 10, 'monthly_fourier_order': 16, 'changepoint_prior_scale': 0.4586114139973957, 'quarterly_fourier_order': 13, 'seasonality_prior_scale': 4.425521186169758}",flowing-sweep-61
57,"{'_step': 0, '_wandb': {'runtime': 87}, '_runtime': 88.32117223739624, '_timestamp': 1712807670.33313, 'mae': 459.4565004189185}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 18, 'weekly_fourier_order': 16, 'monthly_fourier_order': 18, 'changepoint_prior_scale': 0.45862901559140434, 'quarterly_fourier_order': 20, 'seasonality_prior_scale': 1.5560520952925931}",deft-sweep-60
58,"{'_timestamp': 1712807575.574083, 'mae': 458.6058281325445, '_step': 0, '_wandb': {'runtime': 65}, '_runtime': 65.87616634368896}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 9, 'weekly_fourier_order': 11, 'monthly_fourier_order': 13, 'changepoint_prior_scale': 0.18704432091281115, 'quarterly_fourier_order': 16, 'seasonality_prior_scale': 8.380506159742929}",dandy-sweep-59
59,"{'mae': 455.14328758490313, '_step': 0, '_wandb': {'runtime': 53}, '_runtime': 54.31678891181946, '_timestamp': 1712807500.785455}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 5, 'weekly_fourier_order': 12, 'monthly_fourier_order': 17, 'changepoint_prior_scale': 0.036672732211405344, 'quarterly_fourier_order': 7, 'seasonality_prior_scale': 2.5023982674843195}",vivid-sweep-58
60,"{'_wandb': {'runtime': 4}, '_runtime': 5.196648120880127, '_timestamp': 1712807402.0428462, 'mae': 113.35760982808908, '_step': 0}",{},prophet
61,"{'_wandb': {'runtime': 56}, '_runtime': 57.14050102233887, '_timestamp': 1712807436.041207, 'mae': 456.4304517122736, '_step': 0}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 8, 'weekly_fourier_order': 5, 'monthly_fourier_order': 3, 'changepoint_prior_scale': 0.1753608268563934, 'quarterly_fourier_order': 9, 'seasonality_prior_scale': 5.966875327335955}",vital-sweep-57
62,"{'mae': 456.3233202332689, '_step': 0, '_wandb': {'runtime': 57}, '_runtime': 57.973204374313354, '_timestamp': 1712807368.9964454}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 7, 'weekly_fourier_order': 13, 'monthly_fourier_order': 12, 'changepoint_prior_scale': 0.041543104853423746, 'quarterly_fourier_order': 12, 'seasonality_prior_scale': 5.290758563618681}",quiet-sweep-56
63,"{'mae': 458.9100165167326, '_step': 0, '_wandb': {'runtime': 84}, '_runtime': 85.14314270019531, '_timestamp': 1712807302.5675948}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 10, 'weekly_fourier_order': 19, 'monthly_fourier_order': 6, 'changepoint_prior_scale': 0.48080967308562655, 'quarterly_fourier_order': 6, 'seasonality_prior_scale': 3.714705693112109}",fast-sweep-55
64,"{'mae': 458.9405366633274, '_step': 0, '_wandb': {'runtime': 85}, '_runtime': 86.07288813591003, '_timestamp': 1712807208.9828382}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 7, 'weekly_fourier_order': 7, 'monthly_fourier_order': 16, 'changepoint_prior_scale': 0.4454675963202713, 'quarterly_fourier_order': 8, 'seasonality_prior_scale': 1.9893452789003505}",golden-sweep-54
65,"{'_timestamp': 1712807106.470133, 'mae': 454.99168650531993, '_step': 0, '_wandb': {'runtime': 55}, '_runtime': 56.54249906539917}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 7, 'weekly_fourier_order': 9, 'monthly_fourier_order': 11, 'changepoint_prior_scale': 0.030400814888745215, 'quarterly_fourier_order': 14, 'seasonality_prior_scale': 9.632243771606262}",still-sweep-53
66,"{'_timestamp': 1712807033.9257166, 'mae': 456.88465806788093, '_step': 0, '_wandb': {'runtime': 61}, '_runtime': 61.76396155357361}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 14, 'weekly_fourier_order': 19, 'monthly_fourier_order': 11, 'changepoint_prior_scale': 0.08594454705487811, 'quarterly_fourier_order': 9, 'seasonality_prior_scale': 6.552094895285618}",wild-sweep-52
67,"{'_step': 0, '_wandb': {'runtime': 59}, '_runtime': 59.61025094985962, '_timestamp': 1712806963.218306, 'mae': 456.1665246565161}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 16, 'weekly_fourier_order': 19, 'monthly_fourier_order': 9, 'changepoint_prior_scale': 0.34320879647616515, 'quarterly_fourier_order': 12, 'seasonality_prior_scale': 8.756839538442302}",clear-sweep-51
68,"{'_timestamp': 1712806894.715617, 'mae': 458.4406617660673, '_step': 0, '_wandb': {'runtime': 74}, '_runtime': 74.68264985084534}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 7, 'weekly_fourier_order': 8, 'monthly_fourier_order': 20, 'changepoint_prior_scale': 0.4741792349548218, 'quarterly_fourier_order': 14, 'seasonality_prior_scale': 6.41109461774459}",cosmic-sweep-50
69,"{'_wandb': {'runtime': 75}, '_runtime': 76.00083947181702, '_timestamp': 1712806813.5352137, 'mae': 459.5607237071467, '_step': 0}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 4, 'weekly_fourier_order': 6, 'monthly_fourier_order': 11, 'changepoint_prior_scale': 0.38849627611655024, 'quarterly_fourier_order': 12, 'seasonality_prior_scale': 8.581791028469041}",wild-sweep-49
70,"{'mae': 456.9898157354229, '_step': 0, '_wandb': {'runtime': 72}, '_runtime': 72.9116997718811, '_timestamp': 1712806726.7194238}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 14, 'weekly_fourier_order': 20, 'monthly_fourier_order': 18, 'changepoint_prior_scale': 0.2665846992380079, 'quarterly_fourier_order': 12, 'seasonality_prior_scale': 5.773828312270169}",desert-sweep-48
71,"{'_runtime': 68.2846519947052, '_timestamp': 1712806643.561946, 'mae': 456.6240943554872, '_step': 0, '_wandb': {'runtime': 67}}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 11, 'weekly_fourier_order': 9, 'monthly_fourier_order': 19, 'changepoint_prior_scale': 0.285415706892911, 'quarterly_fourier_order': 9, 'seasonality_prior_scale': 5.785216234202972}",gentle-sweep-47
72,"{'_runtime': 66.53397130966187, '_timestamp': 1712806564.1674724, 'mae': 457.6926225094515, '_step': 0, '_wandb': {'runtime': 65}}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 6, 'weekly_fourier_order': 5, 'monthly_fourier_order': 15, 'changepoint_prior_scale': 0.07119199086173253, 'quarterly_fourier_order': 13, 'seasonality_prior_scale': 2.477361113177836}",volcanic-sweep-46
73,"{'mae': 457.2168966928851, '_step': 0, '_wandb': {'runtime': 80}, '_runtime': 80.57274985313416, '_timestamp': 1712806488.582723}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 6, 'weekly_fourier_order': 4, 'monthly_fourier_order': 9, 'changepoint_prior_scale': 0.08606978813191056, 'quarterly_fourier_order': 17, 'seasonality_prior_scale': 2.872997735289373}",misty-sweep-45
74,"{'mae': 459.34727199143595, '_step': 0, '_wandb': {'runtime': 68}, '_runtime': 69.48784065246582, '_timestamp': 1712806399.3795896}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 13, 'weekly_fourier_order': 10, 'monthly_fourier_order': 20, 'changepoint_prior_scale': 0.22389304489621856, 'quarterly_fourier_order': 19, 'seasonality_prior_scale': 8.830718215036079}",deft-sweep-44
75,"{'mae': 458.3986380600951, '_step': 0, '_wandb': {'runtime': 94}, '_runtime': 95.17929601669312, '_timestamp': 1712806320.504459}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 13, 'weekly_fourier_order': 9, 'monthly_fourier_order': 7, 'changepoint_prior_scale': 0.4492122770625918, 'quarterly_fourier_order': 11, 'seasonality_prior_scale': 9.50548078593564}",swift-sweep-43
76,"{'_wandb': {'runtime': 106}, '_runtime': 106.68556690216064, '_timestamp': 1712806207.481185, 'mae': 458.8799310631884, '_step': 0}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 20, 'weekly_fourier_order': 11, 'monthly_fourier_order': 11, 'changepoint_prior_scale': 0.2273826113030424, 'quarterly_fourier_order': 7, 'seasonality_prior_scale': 8.102208314017204}",clear-sweep-42
77,"{'_timestamp': 1712806092.157055, 'mae': 457.8694884657806, '_step': 0, '_wandb': {'runtime': 69}, '_runtime': 69.82838869094849}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 8, 'weekly_fourier_order': 13, 'monthly_fourier_order': 8, 'changepoint_prior_scale': 0.4613729538596783, 'quarterly_fourier_order': 4, 'seasonality_prior_scale': 7.00983404176123}",comfy-sweep-41
78,"{'mae': 457.6461229210464, '_step': 0, '_wandb': {'runtime': 93}, '_runtime': 94.20157742500304, '_timestamp': 1712806003.1345134}","{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'mae'}, 'parameters': {'daily_fourier_order': {'max': 20, 'min': 3}, 'weekly_fourier_order': {'max': 20, 'min': 3}, 'monthly_fourier_order': {'max': 20, 'min': 3}, 'changepoint_prior_scale': {'max': 0.5, 'min': 0.001}, 'quarterly_fourier_order': {'max': 20, 'min': 3}, 'seasonality_prior_scale': {'max': 10, 'min': 1}}, 'daily_fourier_order': 12, 'weekly_fourier_order': 9, 'monthly_fourier_order': 8, 'changepoint_prior_scale': 0.07797826360701193, 'quarterly_fourier_order': 4, 'seasonality_prior_scale': 3.889052151287143}",brisk-sweep-40
